zipcode,zipcode_type,major_city,post_office_city,county,state,lat,lng
16665,PO Box,Newry,"Newry, PA",Blair County,PA,40.392,-78.436
16666,Standard,Osceola Mills,"Osceola Mills, PA",Clearfield County,PA,40.87,-78.32
16667,Standard,Osterburg,"Osterburg, PA",Bedford County,PA,40.18,-78.53
16668,Standard,Patton,"Patton, PA",Cambria County,PA,40.6,-78.6
16669,Standard,Petersburg,"Petersburg, PA",Huntingdon County,PA,40.6,-77.9
16670,Standard,Queen,"Queen, PA",Bedford County,PA,40.2597,-78.5058
16671,PO Box,Ramey,"Ramey, PA",Clearfield County,PA,40.799,-78.398
16672,PO Box,Riddlesburg,"Riddlesburg, PA",Bedford County,PA,40.152,-78.256
16673,Standard,Roaring Spring,"Roaring Spring, PA",Blair County,PA,40.3,-78.4
16674,Standard,Robertsdale,"Robertsdale, PA",Huntingdon County,PA,40.19,-78.09
16675,PO Box,Saint Boniface,NA,Cambria County,PA,40.662762,-78.6803095
16677,PO Box,Sandy Ridge,"Sandy Ridge, PA",Centre County,PA,40.9,-78.2
16678,Standard,Saxton,"Saxton, PA",Bedford County,PA,40.2,-78.2
16679,Standard,Six Mile Run,"Six Mile Run, PA",Bedford County,PA,40.16,-78.19
16680,Standard,Smithmill,"Smithmill, PA",Clearfield County,PA,40.76,-78.4
16681,PO Box,Smokerun,NA,Clearfield County,PA,40.7980712,-78.4255277
16682,Standard,Sproul,"Sproul, PA",Blair County,PA,40.3,-78.53
16683,Standard,Spruce Creek,"Spruce Creek, PA",Huntingdon County,PA,40.65,-78.08
16684,PO Box,Tipton,NA,Blair County,PA,40.6373935,-78.2985761
16685,Standard,Todd,"Todd, PA",Huntingdon County,PA,40.28,-78.09
16686,Standard,Tyrone,"Tyrone, PA",Blair County,PA,40.7,-78.3
16689,Standard,Waterfall,"Waterfall, PA",Fulton County,PA,40.09,-78.09
16691,Standard,Wells Tannery,"Wells Tannery, PA",Fulton County,PA,40.1,-78.15
16692,Standard,Westover,"Westover, PA",Clearfield County,PA,40.76,-78.72
16693,Standard,Williamsburg,"Williamsburg, PA",Blair County,PA,40.5,-78.2
16694,PO Box,Wood,"Wood, PA",Bedford County,PA,40.16,-78.2
16695,Standard,Woodbury,"Woodbury, PA",Bedford County,PA,40.21,-78.36
16698,Unique,Houtzdale,NA,Clearfield County,PA,40.83,-78.35
16699,Unique,Cresson,"Cresson, PA",Cambria County,PA,40.46,-78.58
16701,Standard,Bradford,"Bradford, PA",McKean County,PA,41.9,-78.7
16720,Standard,Austin,"Austin, PA",Potter County,PA,41.6,-78
16724,PO Box,Crosby,"Crosby, PA",McKean County,PA,41.62,-78.43
16725,PO Box,Custer City,"Custer City, PA",McKean County,PA,41.9,-78.7
16726,Standard,Cyclone,"Cyclone, PA",McKean County,PA,41.82,-78.58
16727,Standard,Derrick City,"Derrick City, PA",McKean County,PA,41.98,-78.53
16728,Standard,De Young,"De Young, PA",Elk County,PA,41.5,-78.9
16729,Standard,Duke Center,"Duke Center, PA",McKean County,PA,41.97,-78.48
16730,PO Box,East Smethport,"East Smethport, PA",McKean County,PA,41.8,-78.5
16731,Standard,Eldred,"Eldred, PA",McKean County,PA,41.94,-78.38
16732,Standard,Gifford,"Gifford, PA",McKean County,PA,41.86,-78.6
16733,PO Box,Hazel Hurst,"Hazel Hurst, PA",McKean County,PA,41.7061,-78.5822
16734,PO Box,James City,"James City, PA",Elk County,PA,41.62,-78.839
16735,Standard,Kane,"Kane, PA",McKean County,PA,41.6,-78.7
16738,Standard,Lewis Run,"Lewis Run, PA",McKean County,PA,41.8,-78.7
16740,Standard,Mount Jewett,"Mount Jewett, PA",McKean County,PA,41.73,-78.64
16743,Standard,Port Allegany,"Port Allegany, PA",McKean County,PA,41.8,-78.3
16744,Standard,Rew,"Rew, PA",McKean County,PA,41.87,-78.58
16745,Standard,Rixford,"Rixford, PA",McKean County,PA,41.93,-78.48
16746,Standard,Roulette,"Roulette, PA",Potter County,PA,41.8,-78.14
16748,Standard,Shinglehouse,"Shinglehouse, PA",Potter County,PA,41.9,-78.2
16749,Standard,Smethport,"Smethport, PA",McKean County,PA,41.8,-78.5
16750,Standard,Turtlepoint,"Turtlepoint, PA",McKean County,PA,41.88,-78.32
16801,Standard,State College,"State College, PA",Centre County,PA,40.8,-77.9
16802,Standard,University Park,"University Park, PA",Centre County,PA,40.81,-77.86
16803,Standard,State College,"State College, PA",Centre County,PA,40.81,-77.89
16804,PO Box,State College,NA,Centre County,PA,40.7919761,-77.8608811
16805,PO Box,State College,NA,Centre County,PA,40.7919761,-77.8608811
16820,Standard,Aaronsburg,"Aaronsburg, PA",Centre County,PA,40.9,-77.3
16821,Standard,Allport,"Allport, PA",Clearfield County,PA,40.965,-78.209
16822,Standard,Beech Creek,"Beech Creek, PA",Clinton County,PA,41.1,-77.7
16823,Standard,Bellefonte,"Bellefonte, PA",Centre County,PA,40.9,-77.8
16825,PO Box,Bigler,"Bigler, PA",Clearfield County,PA,40.83,-78.45
16826,PO Box,Blanchard,"Blanchard, PA",Centre County,PA,41.065,-77.598
16827,Standard,Boalsburg,"Boalsburg, PA",Centre County,PA,40.77,-77.79
16828,Standard,Centre Hall,"Centre Hall, PA",Centre County,PA,40.8,-77.7
16829,Standard,Clarence,"Clarence, PA",Centre County,PA,41.08,-77.96
16830,Standard,Clearfield,"Clearfield, PA",Clearfield County,PA,41.1,-78.4
16832,Standard,Coburn,"Coburn, PA",Centre County,PA,40.87,-77.46
16833,Standard,Curwensville,"Curwensville, PA",Clearfield County,PA,40.9,-78.6
16834,PO Box,Drifting,"Drifting, PA",Clearfield County,PA,41,-78.1
16835,PO Box,Fleming,"Fleming, PA",Centre County,PA,40.9,-77.9
16836,Standard,Frenchville,"Frenchville, PA",Clearfield County,PA,41.1,-78.3
16837,Standard,Glen Richey,"Glen Richey, PA",Clearfield County,PA,40.95,-78.48
16838,Standard,Grampian,"Grampian, PA",Clearfield County,PA,40.99,-78.63
16839,Standard,Grassflat,"Grassflat, PA",Clearfield County,PA,41.02,-78.09
16840,Standard,Hawk Run,"Hawk Run, PA",Clearfield County,PA,40.93,-78.2
16841,Standard,Howard,"Howard, PA",Centre County,PA,41,-77.7
16843,PO Box,Hyde,"Hyde, PA",Clearfield County,PA,41.004,-78.463
16844,Standard,Julian,"Julian, PA",Centre County,PA,40.9,-77.9
16845,Standard,Karthaus,"Karthaus, PA",Clearfield County,PA,41.1,-78.1
16847,PO Box,Kylertown,"Kylertown, PA",Clearfield County,PA,40.992,-78.167
16848,PO Box,Lamar,"Lamar, PA",Clinton County,PA,41.012,-77.533
16849,PO Box,Lanse,"Lanse, PA",Clearfield County,PA,40.977,-78.131
16850,Standard,Lecontes Mills,NA,Clearfield County,PA,41.0831136,-78.2833475
16851,PO Box,Lemont,"Lemont, PA",Centre County,PA,40.807,-77.815
16852,Standard,Madisonburg,"Madisonburg, PA",Centre County,PA,40.94,-77.54
16853,PO Box,Milesburg,"Milesburg, PA",Centre County,PA,40.939,-77.787
16854,Standard,Millheim,"Millheim, PA",Centre County,PA,40.9,-77.47
16855,PO Box,Mineral Springs,"Mineral Springs, PA",Clearfield County,PA,40.998,-78.367
16856,PO Box,Mingoville,NA,Centre County,PA,40.9301408,-77.6473089
16858,Standard,Morrisdale,"Morrisdale, PA",Clearfield County,PA,41,-78.2
16859,Standard,Moshannon,"Moshannon, PA",Centre County,PA,41.03,-78.04
16860,Standard,Munson,"Munson, PA",Clearfield County,PA,40.95,-78.18
16861,Standard,New Millport,"New Millport, PA",Clearfield County,PA,40.87,-78.51
16863,Standard,Olanta,"Olanta, PA",Clearfield County,PA,40.91,-78.49
16864,Standard,Orviston,NA,Centre County,PA,41.1063561,-77.7529422
16865,Standard,Pennsylvania Furnace,"Pennsylvania Furnace, PA",Centre County,PA,40.72,-77.96
16866,Standard,Philipsburg,"Philipsburg, PA",Centre County,PA,40.9,-78.2
16868,PO Box,Pine Grove Mills,"Pine Grove Mills, PA",Centre County,PA,40.79,-77.84
16870,Standard,Port Matilda,"Port Matilda, PA",Centre County,PA,40.8,-78.1
16871,Standard,Pottersdale,"Pottersdale, PA",Clearfield County,PA,41.2,-78
16872,Standard,Rebersburg,"Rebersburg, PA",Centre County,PA,41,-77.3
16873,PO Box,Shawville,NA,Clearfield County,PA,41.0699384,-78.3604965
16874,Standard,Snow Shoe,"Snow Shoe, PA",Centre County,PA,41,-77.9
16875,Standard,Spring Mills,"Spring Mills, PA",Centre County,PA,40.8,-77.6
16876,PO Box,Wallaceton,"Wallaceton, PA",Clearfield County,PA,40.96,-78.291
16877,Standard,Warriors Mark,"Warriors Mark, PA",Huntingdon County,PA,40.73,-78.06
16878,Standard,West Decatur,"West Decatur, PA",Clearfield County,PA,40.95,-78.34
16879,Standard,Winburne,"Winburne, PA",Clearfield County,PA,40.96,-78.15
16881,Standard,Woodland,"Woodland, PA",Clearfield County,PA,41.03,-78.33
16882,Standard,Woodward,"Woodward, PA",Centre County,PA,40.9,-77.3
16901,Standard,Wellsboro,"Wellsboro, PA",Tioga County,PA,41.7,-77.3
16910,Standard,Alba,NA,Bradford County,PA,41.7088617,-76.8274071
16911,PO Box,Arnot,"Arnot, PA",Tioga County,PA,41.6,-77.1
16912,Standard,Blossburg,"Blossburg, PA",Tioga County,PA,41.7,-77.1
16914,Standard,Columbia Cross Roads,"Columbia Cross Roads, PA",Bradford County,PA,41.8,-76.8
16915,Standard,Coudersport,"Coudersport, PA",Potter County,PA,41.8,-78
16917,Standard,Covington,"Covington, PA",Tioga County,PA,41.7,-77.1
16918,Standard,Cowanesque,NA,Tioga County,PA,41.9331261,-77.4972066
16920,Standard,Elkland,"Elkland, PA",Tioga County,PA,41.98,-77.28
16921,Standard,Gaines,"Gaines, PA",Tioga County,PA,41.7,-77.5
16922,Standard,Galeton,"Galeton, PA",Potter County,PA,41.7,-77.7
16923,Standard,Genesee,"Genesee, PA",Potter County,PA,41.9,-77.9
16925,Standard,Gillett,"Gillett, PA",Bradford County,PA,41.9,-76.8
16926,Standard,Granville Summit,"Granville Summit, PA",Bradford County,PA,41.7,-76.7
16927,Standard,Harrison Valley,"Harrison Valley, PA",Potter County,PA,41.96,-77.67
16928,Standard,Knoxville,"Knoxville, PA",Tioga County,PA,41.94,-77.44
16929,Standard,Lawrenceville,"Lawrenceville, PA",Tioga County,PA,42,-77.1
16930,Standard,Liberty,"Liberty, PA",Tioga County,PA,41.6,-77.2
16932,Standard,Mainesburg,"Mainesburg, PA",Tioga County,PA,41.79,-76.95
16933,Standard,Mansfield,"Mansfield, PA",Tioga County,PA,41.8,-77.1
16935,Standard,Middlebury Center,"Middlebury Center, PA",Tioga County,PA,41.87,-77.32
16936,Standard,Millerton,"Millerton, PA",Tioga County,PA,41.93,-76.98
16937,Standard,Mills,"Mills, PA",Potter County,PA,41.96,-77.71
16938,Standard,Morris,"Morris, PA",Tioga County,PA,41.5,-77.3
16939,PO Box,Morris Run,"Morris Run, PA",Tioga County,PA,41.679,-77.017
16940,PO Box,Nelson,"Nelson, PA",Tioga County,PA,41.979,-77.243
16941,Standard,Genesee,"Genesee, PA",Potter County,PA,41.98,-77.76
16942,Standard,Osceola,"Osceola, PA",Tioga County,PA,41.95,-77.36
16943,Standard,Sabinsville,"Sabinsville, PA",Tioga County,PA,41.85,-77.61
16945,PO Box,Sylvania,NA,Bradford County,PA,41.8054623,-76.8564656
16946,Standard,Tioga,"Tioga, PA",Tioga County,PA,41.9,-77.1
16947,Standard,Troy,"Troy, PA",Bradford County,PA,41.8,-76.8
16948,Standard,Ulysses,"Ulysses, PA",Potter County,PA,41.8,-77.8
16950,Standard,Westfield,"Westfield, PA",Tioga County,PA,41.9,-77.5
17001,PO Box,Camp Hill,NA,Cumberland County,PA,40.24,-76.92
17002,Standard,Allensville,"Allensville, PA",Mifflin County,PA,40.52,-77.8
17003,Standard,Annville,"Annville, PA",Lebanon County,PA,40.4,-76.6
17004,Standard,Belleville,"Belleville, PA",Mifflin County,PA,40.6,-77.7
17005,PO Box,Berrysburg,"Berrysburg, PA",Dauphin County,PA,40.602,-76.813
17006,Standard,Blain,"Blain, PA",Perry County,PA,40.3,-77.6
17007,Standard,Boiling Springs,"Boiling Springs, PA",Cumberland County,PA,40.14,-77.11
17008,PO Box,Bowmansdale,NA,Cumberland County,PA,40.1662024,-76.9780315
17009,Standard,Burnham,"Burnham, PA",Mifflin County,PA,40.64,-77.56
17010,PO Box,Campbelltown,"Campbelltown, PA",Lebanon County,PA,40.3,-76.6
17011,Standard,Camp Hill,"Camp Hill, PA",Cumberland County,PA,40.24,-76.93
17012,Unique,Camp Hill,NA,Cumberland County,PA,40.2398118,-76.9199742
17013,Standard,Carlisle,"Carlisle, PA",Cumberland County,PA,40.23,-77.2
17014,Standard,Cocolamus,NA,Juniata County,PA,40.6476708,-77.2128695
17015,Standard,Carlisle,"Carlisle, PA",Cumberland County,PA,40.2,-77.2
17016,PO Box,Cornwall,"Cornwall, PA",Lebanon County,PA,40.3,-76.4
17017,Standard,Dalmatia,"Dalmatia, PA",Northumberland County,PA,40.62,-76.89
17018,Standard,Dauphin,"Dauphin, PA",Dauphin County,PA,40.4,-76.9
17019,Standard,Dillsburg,"Dillsburg, PA",York County,PA,40.1,-77
17020,Standard,Duncannon,"Duncannon, PA",Perry County,PA,40.4,-77
17021,Standard,East Waterford,"East Waterford, PA",Juniata County,PA,40.4,-77.7
17022,Standard,Elizabethtown,"Elizabethtown, PA",Lancaster County,PA,40.2,-76.6
17023,Standard,Elizabethville,"Elizabethville, PA",Dauphin County,PA,40.59,-76.8
17024,Standard,Elliottsburg,"Elliottsburg, PA",Perry County,PA,40.41,-77.31
17025,Standard,Enola,"Enola, PA",Cumberland County,PA,40.29,-77
17026,Standard,Fredericksburg,"Fredericksburg, PA",Lebanon County,PA,40.47,-76.43
17027,PO Box,Grantham,"Grantham, PA",Cumberland County,PA,40.158,-76.989
17028,Standard,Grantville,"Grantville, PA",Dauphin County,PA,40.4,-76.65
17029,Standard,Granville,"Granville, PA",Mifflin County,PA,40.55,-77.63
17030,Standard,Gratz,"Gratz, PA",Dauphin County,PA,40.61,-76.74
17032,Standard,Halifax,"Halifax, PA",Dauphin County,PA,40.5,-76.8
17033,Standard,Hershey,"Hershey, PA",Dauphin County,PA,40.27,-76.6
17034,Standard,Highspire,"Highspire, PA",Dauphin County,PA,40.21,-76.79
17035,Standard,Honey Grove,"Honey Grove, PA",Juniata County,PA,40.42,-77.58
17036,Standard,Hummelstown,"Hummelstown, PA",Dauphin County,PA,40.29,-76.7
17037,Standard,Ickesburg,"Ickesburg, PA",Perry County,PA,40.43,-77.43
17038,Standard,Jonestown,"Jonestown, PA",Lebanon County,PA,40.5,-76.5
17039,PO Box,Kleinfeltersville,"Kleinfeltersville, PA",Lebanon County,PA,40.31,-76.27
17040,Standard,Landisburg,"Landisburg, PA",Perry County,PA,40.3,-77.3
17041,PO Box,Lawn,"Lawn, PA",Lebanon County,PA,40.2,-76.4
17042,Standard,Lebanon,"Lebanon, PA",Lebanon County,PA,40.3,-76.4
17043,Standard,Lemoyne,"Lemoyne, PA",Cumberland County,PA,40.25,-76.9
17044,Standard,Lewistown,"Lewistown, PA",Mifflin County,PA,40.6,-77.6
17045,Standard,Liverpool,"Liverpool, PA",Perry County,PA,40.6,-77
17046,Standard,Lebanon,"Lebanon, PA",Lebanon County,PA,40.39,-76.44
17047,Standard,Loysville,"Loysville, PA",Perry County,PA,40.36,-77.41
17048,Standard,Lykens,"Lykens, PA",Dauphin County,PA,40.6,-76.72
17049,Standard,Mc Alisterville,"Mc Alisterville, PA",Juniata County,PA,40.6,-77.3
17050,Standard,Mechanicsburg,"Mechanicsburg, PA",Cumberland County,PA,40.25,-77.02
17051,Standard,Mc Veytown,"Mc Veytown, PA",Mifflin County,PA,40.5,-77.8
17052,Standard,Mapleton Depot,"Mapleton Depot, PA",Huntingdon County,PA,40.3,-78
17053,Standard,Marysville,"Marysville, PA",Perry County,PA,40.3,-77
17054,PO Box,Mattawana,NA,Mifflin County,PA,40.4950566,-77.7307969
17055,Standard,Mechanicsburg,"Mechanicsburg, PA",Cumberland County,PA,40.18,-77
17056,PO Box,Mexico,"Mexico, PA",Juniata County,PA,40.5381,-77.354
17057,Standard,Middletown,"Middletown, PA",Dauphin County,PA,40.19,-76.72
17058,Standard,Mifflin,"Mifflin, PA",Juniata County,PA,40.49,-77.55
17059,Standard,Mifflintown,"Mifflintown, PA",Juniata County,PA,40.6,-77.4
17060,Standard,Mill Creek,"Mill Creek, PA",Huntingdon County,PA,40.48,-77.88
17061,Standard,Millersburg,"Millersburg, PA",Dauphin County,PA,40.57,-76.91
17062,Standard,Millerstown,"Millerstown, PA",Perry County,PA,40.6,-77.2
17063,Standard,Milroy,"Milroy, PA",Mifflin County,PA,40.8,-77.5
17064,PO Box,Mount Gretna,"Mount Gretna, PA",Lebanon County,PA,40.247,-76.47
17065,Standard,Mount Holly Springs,"Mount Holly Springs, PA",Cumberland County,PA,40.09,-77.21
17066,Standard,Mount Union,"Mount Union, PA",Huntingdon County,PA,40.38,-77.84
17067,Standard,Myerstown,"Myerstown, PA",Lebanon County,PA,40.4,-76.3
17068,Standard,New Bloomfield,"New Bloomfield, PA",Perry County,PA,40.41,-77.17
17069,PO Box,New Buffalo,"New Buffalo, PA",Perry County,PA,40.4543,-76.9719
17070,Standard,New Cumberland,"New Cumberland, PA",Cumberland County,PA,40.21,-76.87
17071,PO Box,New Germantown,"New Germantown, PA",Perry County,PA,40.31,-77.61
17072,PO Box,New Kingstown,"New Kingstown, PA",Cumberland County,PA,40.235,-77.075
17073,Standard,Newmanstown,"Newmanstown, PA",Lebanon County,PA,40.3,-76.26
17074,Standard,Newport,"Newport, PA",Perry County,PA,40.5,-77.1
17075,PO Box,Newton Hamilton,"Newton Hamilton, PA",Mifflin County,PA,40.36,-77.88
17076,Standard,Oakland Mills,"Oakland Mills, PA",Juniata County,PA,40.619,-77.309
17077,PO Box,Ono,"Ono, PA",Lebanon County,PA,40.4,-76.6
17078,Standard,Palmyra,"Palmyra, PA",Lebanon County,PA,40.3,-76.6
17080,PO Box,Pillow,"Pillow, PA",Dauphin County,PA,40.641,-76.803
17081,PO Box,Plainfield,"Plainfield, PA",Cumberland County,PA,40.204,-77.287
17082,Standard,Port Royal,"Port Royal, PA",Juniata County,PA,40.5,-77.4
17083,PO Box,Quentin,"Quentin, PA",Lebanon County,PA,40.3,-76.4
17084,Standard,Reedsville,"Reedsville, PA",Mifflin County,PA,40.68,-77.63
17085,PO Box,Rexmont,NA,Lebanon County,PA,40.2788626,-76.3831872
17086,Standard,Richfield,"Richfield, PA",Juniata County,PA,40.7,-77.2
17087,Standard,Richland,"Richland, PA",Lebanon County,PA,40.41,-76.26
17088,PO Box,Schaefferstown,"Schaefferstown, PA",Lebanon County,PA,40.2988,-76.2968
17089,Unique,Camp Hill,NA,Cumberland County,PA,40.2609765,-76.9263138
17090,Standard,Shermans Dale,"Shermans Dale, PA",Perry County,PA,40.34,-77.19
17091,Unique,Lebanon,NA,Lebanon County,PA,40.3409251,-76.4113497
17093,PO Box,Summerdale,"Summerdale, PA",Cumberland County,PA,40.312,-76.927
17094,Standard,Thompsontown,"Thompsontown, PA",Juniata County,PA,40.59,-77.22
17097,PO Box,Wiconisco,"Wiconisco, PA",Dauphin County,PA,40.59,-76.71
17098,Standard,Williamstown,"Williamstown, PA",Dauphin County,PA,40.59,-76.63
17099,Standard,Yeagertown,"Yeagertown, PA",Mifflin County,PA,40.65,-77.56
17101,Standard,Harrisburg,"Harrisburg, PA",Dauphin County,PA,40.26,-76.89
17102,Standard,Harrisburg,"Harrisburg, PA",Dauphin County,PA,40.27,-76.89
17103,Standard,Harrisburg,"Harrisburg, PA",Dauphin County,PA,40.27,-76.86
17104,Standard,Harrisburg,"Harrisburg, PA",Dauphin County,PA,40.26,-76.85
17105,PO Box,Harrisburg,NA,Dauphin County,PA,40.2625881,-76.8760597
17106,PO Box,Harrisburg,NA,Dauphin County,PA,40.2942463,-76.8776624
17107,Unique,Harrisburg,NA,Dauphin County,PA,40.2966396,-76.8692134
17108,PO Box,Harrisburg,NA,Dauphin County,PA,40.2611608,-76.8826798
17109,Standard,Harrisburg,"Harrisburg, PA",Dauphin County,PA,40.29,-76.82
17110,Standard,Harrisburg,"Harrisburg, PA",Dauphin County,PA,40.32,-76.88
17111,Standard,Harrisburg,"Harrisburg, PA",Dauphin County,PA,40.27,-76.79
17112,Standard,Harrisburg,"Harrisburg, PA",Dauphin County,PA,40.4,-76.8
17113,Standard,Harrisburg,"Harrisburg, PA",Dauphin County,PA,40.23,-76.84
17120,Unique,Harrisburg,"Harrisburg, PA",Dauphin County,PA,40.266,-76.883
17121,Unique,Harrisburg,NA,Dauphin County,PA,40.2684396,-76.8832658
17122,Unique,Harrisburg,NA,Dauphin County,PA,40.2495121,-76.8715555
17123,Unique,Harrisburg,NA,Dauphin County,PA,40.2668385,-76.8853825
17124,Unique,Harrisburg,NA,Dauphin County,PA,40.2670235,-76.885968
17125,Unique,Harrisburg,NA,Dauphin County,PA,40.2650397,-76.8823651
17126,Unique,Harrisburg,NA,Dauphin County,PA,40.2616297,-76.8797135
17127,Unique,Harrisburg,NA,Dauphin County,PA,40.2657858,-76.8819342
17128,Unique,Harrisburg,NA,Dauphin County,PA,40.2662127,-76.8816445
17129,Standard,Harrisburg,NA,Dauphin County,PA,40.2658675,-76.8819795
17130,Unique,Harrisburg,NA,Dauphin County,PA,40.2694469,-76.881104
17140,Unique,Harrisburg,NA,Dauphin County,PA,40.2299999,-76.8199999
17177,Unique,Harrisburg,NA,Dauphin County,PA,40.2990549,-76.8469045
17201,Standard,Chambersburg,"Chambersburg, PA",Franklin County,PA,39.97,-77.67
17202,Standard,Chambersburg,"Chambersburg, PA",Franklin County,PA,39.9,-77.7
17210,PO Box,Amberson,"Amberson, PA",Franklin County,PA,40.2,-77.7
17211,Standard,Artemas,"Artemas, PA",Bedford County,PA,39.76,-78.42
17212,Standard,Big Cove Tannery,"Big Cove Tannery, PA",Fulton County,PA,39.8,-78.07
17213,Standard,Blairs Mills,"Blairs Mills, PA",Huntingdon County,PA,40.2,-77.8
17214,Standard,Blue Ridge Summit,"Blue Ridge Summit, PA",Franklin County,PA,39.75,-77.47
17215,Standard,Burnt Cabins,"Burnt Cabins, PA",Fulton County,PA,40.11,-77.89
17217,Standard,Concord,"Concord, PA",Franklin County,PA,40.27,-77.68
17219,Standard,Doylesburg,"Doylesburg, PA",Franklin County,PA,40.22,-77.72
17220,Standard,Dry Run,"Dry Run, PA",Franklin County,PA,40.17,-77.73
17221,Standard,Fannettsburg,"Fannettsburg, PA",Franklin County,PA,40.08,-77.79
17222,Standard,Fayetteville,"Fayetteville, PA",Franklin County,PA,39.9,-77.5
17223,Standard,Fort Littleton,"Fort Littleton, PA",Fulton County,PA,40.07,-77.95
17224,Standard,Fort Loudon,"Fort Loudon, PA",Franklin County,PA,40,-77.9
17225,Standard,Greencastle,"Greencastle, PA",Franklin County,PA,39.8,-77.7
17228,Standard,Harrisonville,"Harrisonville, PA",Fulton County,PA,39.99,-78.1
